type,text,text_clean,target
ham,"Yup... How Ì_ noe leh...,ham",yup ì noe lehham,0
ham,"Sounds great! Are you home now?,ham",sound great home nowham,0
ham,"Finally the match heading towards draw as your prediction.,ham",finally match head draw predictionham,0
ham,"Tired. I haven't slept well the past few nights.,ham",tired sleep past nightsham,0
ham,"Easy ah?sen got selected means its good..,ham",easy ahsen select mean goodham,0
ham,"I have to take exam with march 3,ham",exam march 3ham,0
ham,"Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,ham",yeah think use gt atm register sure help let know sure readyham,0
ham,"Ok no prob. Take ur time.,ham",ok prob ur timeham,0
ham,"There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,ham",os ubandu run instal hard diskyou use os copy important file system repair shopham,0
ham,"Sorry, I'll call later,ham",sorry laterham,0
ham,"U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,ham",u leh course happen lar v romantic jus bit lor thk e nite scenery nice lehham,0
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18,spam",500 new mobile 2004 txt nokia 89545   collect todayfrom å1 www4tcbiz 2optout 08718726270150gbpmtmsg18spam,1
ham,"Would really appreciate if you call me. Just need someone to talk to.,ham",appreciate need talk toham,0
spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES,spam",u meet ur dream partner soon ur career 2 flyng start 2 find free txt horo follow ur star sign e g horo ariesspam,1
ham,"Hey company elama po mudyadhu.,ham",hey company elama po mudyadhuham,0
ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .,ham",life strict teacher bcoz teacher teach lesson amp conduct exam life conduct exam amp teach lesson happy morning   ham,0
ham,"Dear good morning now only i am up,ham",dear good morning upham,0
ham,"Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,ham",gandhipuram walk cross cut road right ltgt street road turn rightham,0
ham,"Dear we are going to our rubber place,ham",dear rubber placeham,0
ham,"Sorry battery died, yeah I'm here,ham",sorry battery die yeah hereham,0
ham,"Yes:)here tv is always available in work place..,ham",yeshere tv available work placeham,0
spam,"Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,spam",text   meet sexy today u find date flirt u join 4 10p reply   age eg sam 25 18 msg recdthirtyeight pencespam,1
ham,"I have printed it oh. So  &lt;#&gt;  come upstairs,ham",print oh   ltgt   come upstairsham,0
ham,"Or ill be a little closer like at the bus stop on the same street,ham",ill little close like bus stop streetham,0
ham,"Where are you?when wil you reach here?,ham",youwhen wil reach hereham,0
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!,ham",new theory argument win d situation lose person argue ur friend     kick amp correctham,0
spam,"U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,spam",u 447801259231 secret admirer look 2 contact ufind rreveal think ur specialcall 09058094597spam,1
ham,"Tomarrow final hearing on my laptop case so i cant.,ham",tomarrow final hearing laptop case cantham,0
ham,"PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,ham",pleassssssseeeeee tel v avent sportsxham,0
ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.,ham",okay shine mean sign sound betterham,0
ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...,ham",tell u dat baig face watch like e watch u cos fr u thanx 4 dat u've today touchedham,0
ham,"U don't remember that old commercial?,ham",u remember old commercialham,0
ham,"Too late. I said i have the website. I didn't i have or dont have the slippers,ham",late website slippersham,0
ham,"I asked you to call him now ok,ham",ask okham,0
ham,"Kallis wont bat in 2nd innings.,ham",kallis bat 2nd inningsham,0
ham,"It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,ham",work oh ok goodnight ill fix ready time wake dearly miss good night sleepham,0
spam,"Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,spam",congratulation ur award 500 cd voucher 125gift guarantee   free entry 2 100 wkly draw txt music 87066 tnc wwwldewcom1win150ppmx3age16spam,1
ham,"Ranjith cal drpd Deeraj and deepak 5min hold,ham",ranjith cal drpd deeraj deepak 5min holdham,0
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.,ham",wen ur lovable bcum angry wid u dnt seriously coz angry d childish n true way deep affection care n luv kettoda manda nice day daham,0
ham,"What you doing?how are you?,ham",doinghow youham,0
ham,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.,ham",3day shipping company 2wks way usp week lag bribe nipost stuffham,0
ham,"I'm back, lemme know when you're ready,ham",lemme know readyham,0
ham,"Don't necessarily expect it to be done before you get back though because I'm just now headin out,ham",necessarily expect headin outham,0
ham,"Mmm so yummy babe ... Nice jolt to the suzy,ham",mmm yummy babe   nice jolt suzyham,0
ham,"Where are you lover ? I need you ...,ham",lover   need ham,0
spam,"We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,spam",try contact reply offer video handset 750 anytime network min unlimited text camcorder reply 08000930705 nowspam,1
ham,"IÛ÷m parked next to a MINI!!!! When are you coming in today do you think?,ham",iûm park mini come today thinkham,0
ham,"Yup,ham",yupham,0
ham,"Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,ham",shop cos sis dun disturb u liaoham,0
ham,"MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,ham",luton 0125698789 ring ur hham,0
spam,"Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,spam",hey horny want chat naked text hot 69698 text charge 150pm unsubscribe text stop 69698spam,1
ham,"Why you Dint come with us.,ham",dint come usham,0
ham,"Same. Wana plan a trip sometme then,ham",wana plan trip sometme thenham,0
ham,"Not sure yet, still trying to get a hold of him,ham",sure try hold himham,0
spam,"Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,spam",ur ringtone service change 25 free credit club4mobilescom choose content stop txt club stop 87070 150pwk club4 po box1146 mk45 2wtspam,1
ham,"The evo. I just had to download flash. Jealous?,ham",evo download flash jealousham,0
spam,"Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,spam",ringtone club uk single chart mobile week choose quality ringtone message free chargespam,1
ham,"Come to mu, we're sorting out our narcotics situation,ham",come mu sort narcotic situationham,0
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.,ham",night end day morning come special way smile like sunny ray leave worry blue blue bayham,0
spam,"HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,spam",hmv bonus special 500 pound genuine hmv voucher win answer 4 easy question play send hmv 86688 infowww100percentrealcomspam,1
ham,"Usf I guess, might as well take 1 car,ham",usf guess 1 carham,0
ham,"No objection. My bf not coming.,ham",objection bf comingham,0
ham,"Thanx...,ham",thanxham,0
ham,"Tell rob to mack his gf in the theater,ham",tell rob mack gf theaterham,0
ham,"Awesome, I'll see you in a bit,ham",awesome bitham,0
ham,"Just sent it. So what type of food do you like?,ham",send type food likeham,0
ham,"All done? All handed in? Celebrations in full swing yet?,ham",hand celebration swing yetham,0
ham,"You got called a tool?,ham",toolham,0
ham,"\Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch\"" gdeve.."",ham",wen u miss person definitely special u person special miss keepintouch gdeveham,0
ham,"Ok. I asked for money how far,ham",ok ask money farham,0
ham,"Okie...,ham",okieham,0
ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down,ham",yeah think usual guy pass night ahold anybody let know throw downham,0
ham,"K, I might come by tonight then if my class lets out early,ham",k come tonight class let earlyham,0
ham,"Ok..,ham",okham,0
ham,"hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,ham",hi baby m cruisin girl friend r u 2 hour home s alright fone fone love jenny xxxham,0
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..,ham",life mean lot love life love people life world friend world geham,0
ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.,ham",dearshall mail tonitebusy streetshall update tonitething look okvarunnathu edukkukayee raksha ollubut good real senseham,0
ham,"Hey you told your name to gautham ah?,ham",hey tell gautham ahham,0
ham,"Haf u found him? I feel so stupid da v cam was working.,ham",haf u find feel stupid da v cam workingham,0
ham,"Oops. 4 got that bit.,ham",oop 4 bitham,0
ham,"Are you this much buzy,ham",buzyham,0
ham,"I accidentally deleted the message. Resend please.,ham",accidentally delete message resend pleaseham,0
spam,"T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,spam",tmobile customer claim free camera phone upgrade   pay   sim card loyalty 0845 021 3680offer end 28thfebtc applyspam,1
ham,"Unless it's a situation where YOU GO GURL would be more appropriate,ham",situation gurl appropriateham,0
ham,"Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,ham",hurt tease cry end life die plz rise grave stupid miss u nice day bslvylham,0
ham,"I cant pick the phone right now. Pls send a message,ham",pick phone right pls send messageham,0
ham,"Need a coffee run tomo?Can't believe it's that time of week already,ham",need coffee run tomocan't believe time week alreadyham,0
ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V,ham",awesome remember time somebody high time diesel vham,0
ham,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?,ham",shit shocking scary imagine second def night u think crash night save taxiham,0
