type,text,target,text_clean,text_encoded
ham,"Whats the staff name who is taking class for us?,ham",0,s staff class usham,"[44, 1, 224, 624]"
spam,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end,spam",1,freemsg reply text randy sexy female live local luv hear u netcollex ltd 08700621170150p msg reply stop endspam,"[621, 28, 17, 1, 326, 1, 133, 1, 199, 163, 2, 1, 513, 1, 70, 28, 30, 1]"
ham,"Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,ham",0,ummmawill check inour life begin qatar pls pray hardham,"[1, 127, 1, 82, 1, 1, 59, 820, 1]"
ham,"K..i deleted my contact that why?,ham",0,ki delete contact whyham,"[1, 1, 84, 1]"
ham,"Sindu got job in birla soft ..,ham",0,sindu job birla soft ham,"[1, 192, 1, 1, 5]"
ham,"The wine is flowing and i'm i have nevering..,ham",0,wine flow neveringham,"[632, 1, 1]"
ham,"Yup i thk cine is better cos no need 2 go down 2 plaza mah.,ham",0,yup thk cine cos need 2 2 plaza mahham,"[177, 139, 989, 83, 22, 3, 3, 1, 1]"
ham,"Ok... Ur typical reply...,ham",0,ok ur typical replyham,"[16, 4, 1, 582]"
ham,"As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,ham",0,request ' melle melle oru minnaminunginte nurungu vettam ' set callertune caller press 9 copy friend callertuneham,"[733, 88, 1, 1, 1, 1, 1, 1, 88, 367, 1, 423, 734, 283, 804, 57, 1]"
ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.,ham",0,dirt floor window shirt open mouth come flow dream world half chore time joy lot tv ill guess like thing exist like rain hail mist time oneham,"[1, 1, 1, 1, 457, 1, 6, 1, 459, 205, 185, 1, 18, 583, 149, 293, 94, 178, 13, 55, 1, 13, 543, 1, 1, 18, 751]"
ham,"Aaooooright are you at work?,ham",0,aaooooright workham,"[1, 688]"
ham,"I'm leaving my house now...,ham",0,leave house nowham,"[53, 376, 90]"
ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?,ham",0,hello love interview today happy good boy think meare miss ham,"[140, 15, 1, 41, 54, 8, 200, 20, 1, 35, 5]"
spam,"Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,spam",1,customer service annoncement new year delivery wait 07046744435 arrange deliveryspam,"[120, 87, 1, 31, 95, 406, 45, 1, 1, 1]"
spam,"You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,spam",1,winner u specially select 2 receive å1000 cash 4 holiday flights inc speak live operator 2 claim 0871277810810spam,"[505, 2, 817, 264, 3, 150, 209, 89, 7, 159, 1, 904, 160, 133, 510, 3, 42, 1]"
ham,"Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,ham",0,safe need miss envy real lifeham,"[1, 22, 35, 1, 234, 1]"
ham,"New car and house for my parents.:)i have only new job in hand:),ham",0,new car house parentsi new job handham,"[31, 196, 376, 1, 31, 192, 1]"
ham,"I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,ham",0,love excited day spend happyham,"[15, 1, 21, 353, 1]"
spam,"-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,spam",1,pls stop bootydelious 32f invite friend reply yes434 no434 wwwsmsacubootydelious stop send stop frnd 62468spam,"[59, 30, 1, 1, 383, 57, 28, 1, 1, 1, 30, 9, 30, 268, 1]"
spam,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu,spam",1,bangbabe ur order way u receive service msg 2 download ur content u goto wap bangb tv ur mobile internetservice menuspam,"[1, 4, 327, 68, 2, 150, 87, 70, 3, 428, 4, 460, 2, 912, 736, 1, 293, 4, 27, 1, 1]"
ham,"I place all ur points on e cultures module already.,ham",0,place ur point e culture module alreadyham,"[122, 4, 262, 75, 1, 1, 349]"
spam,"URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,spam",1,urgent try contact weekend draw win å900 prize guarantee 09061701939 claim code s89 valid 12hrs onlyspam,"[104, 43, 84, 287, 154, 26, 990, 67, 131, 1, 42, 253, 1, 335, 455, 424]"
ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?,ham",0,hi frnd good way avoid missunderstde wit beloved one'sham,"[36, 268, 8, 68, 1, 1, 514, 1, 1]"
ham,"Great escape. I fancy the bridge but needs her lager. See you tomo ,ham",0,great escape fancy bridge need lager tomo ham,"[46, 1, 431, 1, 22, 1, 626, 5]"
ham,"Yes :)it completely in out of form:)clark also utter waste.,ham",0,yes completely formclark utter wasteham,"[72, 821, 1, 1, 1]"
ham,"Sir, I need AXIS BANK account no and bank address.,ham",0,sir need axis bank account bank addressham,"[325, 22, 1, 461, 165, 461, 1]"
ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... ,ham",0,hmmm thk sure time hop ard ya 4 free abt muz u discuss liao ham,"[822, 139, 98, 18, 1, 370, 130, 7, 12, 288, 689, 2, 1, 328, 5]"
ham,"What time you coming down later? ,ham",0,time come later ham,"[18, 6, 105, 5]"
ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ,ham",0,bloody hell believe forgot surname mr   ill u clue spanish begin m ham,"[1, 1, 462, 1, 1, 633, 94, 2, 1, 1, 1, 51, 5]"
ham,"Well, i'm gonna finish my bath now. Have a good...fine night.,ham",0,finish bath goodfine nightham,"[113, 913, 1, 277]"
ham,"Let me know when you've got the money so carlos can make the call,ham",0,let know money carlos callham,"[69, 10, 128, 515, 634]"
ham,"U still going to the mall?,ham",0,u mallham,"[2, 1]"
ham,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth,ham",0,turn friend stay til   ltgt   feel free ahead smoke   ltgt   worthham,"[573, 57, 213, 309, 11, 56, 12, 1, 338, 11, 1]"
ham,"Text her. If she doesnt reply let me know so i can have her log in,ham",0,text reply let know log inham,"[17, 28, 69, 10, 486, 752]"
ham,"Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,ham",0,hi speak maneesha v like know satisfied experience reply toll free yes noham,"[36, 160, 1, 145, 13, 10, 1, 1, 28, 1, 12, 72, 1]"
ham,"You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,ham",0,lift hope offer money need especially end month approach hurt study anyways gr8 weekendham,"[914, 39, 157, 128, 22, 823, 114, 190, 1, 244, 516, 1, 411, 584]"
ham,"Lol no. U can trust me.,ham",0,lol u trust meham,"[117, 2, 753, 80]"
ham,"ok. I am a gentleman and will treat you with dignity and respect.,ham",0,ok gentleman treat dignity respectham,"[16, 1, 475, 1, 1]"
ham,"He will, you guys close?,ham",0,guy closeham,"[112, 1]"
ham,"Going on nothing great.bye,ham",0,greatbyeham,[1]
ham,"Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,ham",0,hello handsome   find job   lazy   work net mummy   boytoy   miss ham,"[140, 1, 62, 192, 819, 40, 1, 1, 517, 35, 5]"
ham,"Haha awesome, be there in a minute,ham",0,haha awesome minuteham,"[156, 432, 1]"
spam,"Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,spam",1,customer service representative freephone 0808 145 4742 9am11pm win guarantee å1000 cash å5000 prizespam,"[120, 87, 744, 915, 1, 1, 1, 1, 26, 131, 209, 89, 408, 1]"
ham,"Have you got Xmas radio times. If not i will get it now,ham",0,xmas radio time nowham,"[388, 1, 18, 90]"
ham,"I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,ham",0,jus reach home bathe sis net tell u finish kham,"[214, 147, 32, 635, 463, 1, 19, 2, 113, 1]"
spam,"Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,spam",1,unique find 30th august wwwareyouuniquecoukspam,"[1, 62, 1, 1, 1]"
ham,"I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,ham",0,sorry join league people touch mean great deal friend time great personal cost great weekham,"[25, 220, 1, 143, 487, 115, 46, 916, 57, 18, 46, 1, 184, 46, 636]"
ham,"Hi :)finally i completed the course:),ham",0,hi finally complete courseham,"[36, 547, 690, 1]"
ham,"It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,ham",0,stop suggest stay able stoolham,"[30, 1, 213, 294, 1]"
ham,"How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,ham",0,hope settle new school year wishin gr8 dayham,"[39, 1, 31, 290, 95, 1, 411, 172]"
ham,"Gud mrng dear hav a nice day,ham",0,gud mrng dear hav nice dayham,"[108, 1, 74, 295, 134, 172]"
ham,"Did u got that persons story,ham",0,u got person storyham,"[2, 1, 138, 917]"
ham,"is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? ,ham",0,hamster dead hey tmr meet 1 pm orchard mrt ham,"[1, 918, 47, 433, 50, 76, 412, 754, 919, 5]"
ham,"Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,ham",0,hi kate evening hope tomorrow bit bloody babyjontet txt u   xxxham,"[36, 824, 310, 39, 124, 198, 1, 1, 23, 2, 356]"
ham,"Found it, ENC  &lt;#&gt; , where you at?,ham",0,find enc   ltgt   atham,"[62, 1, 11, 637]"
ham,"I sent you  &lt;#&gt;  bucks,ham",0,send   ltgt   bucksham,"[9, 11, 1]"
ham,"Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,ham",0,hello darlin ve finish college txt u finish u love kate xxxham,"[140, 548, 585, 113, 755, 23, 2, 113, 2, 15, 824, 356]"
ham,"Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,ham",0,account refill successfully inr   ltdecimalgt   keralacircle prepaid account balance rs   ltdecimalgt   transaction d kr ltgt ham,"[165, 1, 1, 1, 357, 1, 1, 165, 1, 1, 357, 1, 38, 1, 11, 5]"
ham,"Goodmorning sleeping ga.,ham",0,goodmorning sleep gaham,"[756, 86, 1]"
ham,"U call me alter at 11 ok.,ham",0,u alter 11 okham,"[2, 1, 991, 118]"
ham,"ÌÏ say until like dat i dun buy ericsson oso cannot oredi lar...,ham",0,ìï like dat dun buy ericsson oso oredi larham,"[129, 13, 179, 123, 91, 1, 389, 757, 825]"
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.,ham",0,enter cabin pa '' happy b'day boss '' feel special askd 4 lunch lunch invite apartment thereham,"[308, 1, 375, 226, 54, 746, 902, 226, 56, 158, 684, 7, 176, 176, 383, 903, 219]"
ham,"Aight yo, dats straight dogg,ham",0,aight yo dats straight doggham,"[236, 210, 1, 1, 1]"
ham,"You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,ham",0,connection today   ltdecimalgt   refund billham,"[1, 41, 357, 1, 1]"
ham,"Both :) i shoot big loads so get ready!,ham",0,  shoot big load readyham,"[1, 166, 630, 826]"
ham,"What's up bruv, hope you had a great break. Do have a rewarding semester.,ham",0,bruv hope great break rewarding semesterham,"[1, 39, 46, 358, 1, 920]"
ham,"Home so we can always chat,ham",0,home chatham,"[32, 1]"
ham,"K:)k:)good:)study well.,ham",0,kkgoodstudy wellham,"[1, 488]"
ham,"Yup... How Ì_ noe leh...,ham",0,yup ì noe lehham,"[177, 48, 390, 921]"
ham,"Sounds great! Are you home now?,ham",0,sound great home nowham,"[311, 46, 32, 90]"
ham,"Finally the match heading towards draw as your prediction.,ham",0,finally match head draw predictionham,"[547, 430, 391, 154, 1]"
ham,"Tired. I haven't slept well the past few nights.,ham",0,tired sleep past nightsham,"[686, 86, 1, 1]"
ham,"Easy ah?sen got selected means its good..,ham",0,easy ahsen select mean goodham,"[221, 1, 264, 115, 1]"
ham,"I have to take exam with march 3,ham",0,exam march 3ham,"[586, 587, 1]"
ham,"Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,ham",0,yeah think use gt atm register sure help let know sure readyham,"[77, 20, 151, 1, 1, 691, 98, 141, 69, 10, 98, 826]"
ham,"Ok no prob. Take ur time.,ham",0,ok prob ur timeham,"[16, 682, 4, 392]"
ham,"There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,ham",0,os ubandu run instal hard diskyou use os copy important file system repair shopham,"[1, 1, 208, 1, 489, 1, 151, 1, 804, 339, 922, 1, 1, 1]"
ham,"Sorry, I'll call later,ham",0,sorry laterham,"[25, 100]"
ham,"U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,ham",0,u leh course happen lar v romantic jus bit lor thk e nite scenery nice lehham,"[2, 377, 692, 180, 263, 145, 1, 214, 198, 49, 139, 75, 549, 1, 134, 921]"
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18,spam",1,500 new mobile 2004 txt nokia 89545   collect todayfrom å1 www4tcbiz 2optout 08718726270150gbpmtmsg18spam,"[312, 31, 27, 906, 23, 99, 1, 235, 1, 1, 1, 1, 1]"
ham,"Would really appreciate if you call me. Just need someone to talk to.,ham",0,appreciate need talk toham,"[923, 22, 121, 1]"
spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES,spam",1,u meet ur dream partner soon ur career 2 flyng start 2 find free txt horo follow ur star sign e g horo ariesspam,"[2, 50, 4, 459, 1, 161, 4, 1, 3, 1, 96, 3, 62, 12, 23, 1, 542, 4, 1, 758, 75, 229, 1, 1]"
ham,"Hey company elama po mudyadhu.,ham",0,hey company elama po mudyadhuham,"[47, 464, 1, 211, 1]"
ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .,ham",0,life strict teacher bcoz teacher teach lesson amp conduct exam life conduct exam amp teach lesson happy morning   ham,"[82, 1, 1, 693, 1, 638, 320, 73, 1, 586, 82, 1, 586, 73, 638, 320, 54, 109, 5]"
ham,"Dear good morning now only i am up,ham",0,dear good morning upham,"[74, 8, 109, 230]"
ham,"Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,ham",0,gandhipuram walk cross cut road right ltgt street road turn rightham,"[1, 258, 1, 479, 759, 79, 11, 1, 759, 573, 518]"
ham,"Dear we are going to our rubber place,ham",0,dear rubber placeham,"[74, 1, 827]"
ham,"Sorry battery died, yeah I'm here,ham",0,sorry battery die yeah hereham,"[25, 1, 465, 77, 336]"
ham,"Yes:)here tv is always available in work place..,ham",0,yeshere tv available work placeham,"[1, 293, 535, 40, 827]"
spam,"Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,spam",1,text   meet sexy today u find date flirt u join 4 10p reply   age eg sam 25 18 msg recdthirtyeight pencespam,"[17, 50, 326, 41, 2, 62, 216, 828, 2, 220, 7, 829, 28, 485, 623, 1, 1, 227, 70, 1, 1]"
ham,"I have printed it oh. So  &lt;#&gt;  come upstairs,ham",0,print oh   ltgt   come upstairsham,"[1, 58, 11, 6, 1]"
ham,"Or ill be a little closer like at the bus stop on the same street,ham",0,ill little close like bus stop streetham,"[94, 257, 373, 13, 284, 30, 1]"
ham,"Where are you?when wil you reach here?,ham",0,youwhen wil reach hereham,"[1, 413, 147, 336]"
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!,ham",0,new theory argument win d situation lose person argue ur friend     kick amp correctham,"[31, 1, 1, 26, 38, 815, 201, 138, 1, 4, 57, 760, 73, 1]"
